area_code,area_name,indicator,period,measure,unit,value
E07000028,Carlisle,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,171
E07000029,Copeland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,60
E07000030,Eden,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,296
E07000031,South Lakeland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,145
E08000001,Bolton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
E08000002,Bury,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E08000003,Manchester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,29
E08000004,Oldham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,7
E08000005,Rochdale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,25
E08000006,Salford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E08000007,Stockport,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E08000008,Tameside,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E08000009,Trafford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E08000010,Wigan,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E07000117,Burnley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000118,Chorley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,37
E07000119,Fylde,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,35
E07000120,Hyndburn,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
E07000121,Lancaster,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,69
E07000122,Pendle,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000123,Preston,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E07000124,Ribble Valley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,45
E07000125,Rossendale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000126,South Ribble,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E07000127,West Lancashire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,42
E07000128,Wyre,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,53
E08000011,Knowsley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,87
E08000012,Liverpool,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E08000014,Sefton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,26
E08000013,St. Helens,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E08000015,Wirral,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E06000011,East Riding of Yorkshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,400
E06000010,"Kingston upon Hull, City of",Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,52
E06000012,North East Lincolnshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,27
E06000013,North Lincolnshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,99
E06000014,York,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
E07000163,Craven,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,81
E07000164,Hambleton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,220
E07000165,Harrogate,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,134
E07000166,Richmondshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,138
E07000167,Ryedale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,180
E07000168,Scarborough,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,101
E07000169,Selby,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,78
E08000016,Barnsley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,62
E08000017,Doncaster,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,64
E08000018,Rotherham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,28
E08000019,Sheffield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,62
E08000032,Bradford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,47
E08000033,Calderdale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,47
E08000034,Kirklees,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,51
E08000035,Leeds,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,72
E08000036,Wakefield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,43
E06000015,Derby,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000016,Leicester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000018,Nottingham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E06000017,Rutland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E07000032,Amber Valley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,27
E07000033,Bolsover,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E07000034,Chesterfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000035,Derbyshire Dales,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,107
E07000036,Erewash,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000037,High Peak,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
E07000038,North East Derbyshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,42
E07000039,South Derbyshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,37
E07000129,Blaby,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000130,Charnwood,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000131,Harborough,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,40
E07000132,Hinckley and Bosworth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,41
E07000133,Melton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,47
E07000134,North West Leicestershire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,21
E07000135,Oadby and Wigston,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000136,Boston,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,63
E07000137,East Lindsey,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,207
E07000138,Lincoln,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000139,North Kesteven,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,148
E07000140,South Holland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,124
E07000141,South Kesteven,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000142,West Lindsey,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,132
E07000150,Corby,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000151,Daventry,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,78
E07000152,East Northamptonshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000153,Kettering,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000154,Northampton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,10
E07000155,South Northamptonshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,65
E07000156,Wellingborough,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,11
E07000170,Ashfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,17
E07000171,Bassetlaw,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,122
E07000172,Broxtowe,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E07000173,Gedling,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000174,Mansfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,17
E07000175,Newark and Sherwood,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,106
E07000176,Rushcliffe,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,65
E06000019,"Herefordshire, County of",Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,537
E06000051,Shropshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,574
E06000021,Stoke-on-Trent,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E06000020,Telford and Wrekin,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,63
E07000192,Cannock Chase,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000193,East Staffordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,93
E07000194,Lichfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,47
E07000195,Newcastle-under-Lyme,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,40
E07000196,South Staffordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,44
E07000197,Stafford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,55
E07000198,Staffordshire Moorlands,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,85
E07000199,Tamworth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000218,North Warwickshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,34
E07000219,Nuneaton and Bedworth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E07000220,Rugby,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,44
E07000221,Stratford-on-Avon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,84
E07000222,Warwick,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,26
E08000025,Birmingham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,28
E08000026,Coventry,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,18
E08000027,Dudley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E08000028,Sandwell,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E08000029,Solihull,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,22
E08000030,Walsall,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
E08000031,Wolverhampton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E07000234,Bromsgrove,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,37
E07000235,Malvern Hills,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,61
E07000236,Redditch,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,7
E07000237,Worcester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E07000238,Wychavon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,50
E07000239,Wyre Forest,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,11
E06000055,Bedford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E06000056,Central Bedfordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,36
E06000032,Luton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000031,Peterborough,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,17
E06000033,Southend-on-Sea,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E06000034,Thurrock,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000008,Cambridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
E07000009,East Cambridgeshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,28
E07000010,Fenland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
E07000011,Huntingdonshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,33
E07000012,South Cambridgeshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,42
E07000066,Basildon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000067,Braintree,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,35
E07000068,Brentwood,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000069,Castle Point,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E07000070,Chelmsford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000071,Colchester,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,32
E07000072,Epping Forest,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,20
E07000073,Harlow,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000074,Maldon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E07000075,Rochford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000076,Tendring,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,37
E07000077,Uttlesford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E07000095,Broxbourne,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000096,Dacorum,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000242,East Hertfordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
E07000098,Hertsmere,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000099,North Hertfordshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,32
E07000240,St Albans,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E07000243,Stevenage,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000102,Three Rivers,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000103,Watford,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000241,Welwyn Hatfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E07000143,Breckland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,250
E07000144,Broadland,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,76
E07000145,Great Yarmouth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000146,King’s Lynn and West Norfolk,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,54
E07000147,North Norfolk,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,92
E07000148,Norwich,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,12
E07000149,South Norfolk,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,102
E07000200,Babergh,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,50
E07000202,Ipswich,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,16
E07000203,Mid Suffolk,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,51
E09000007,Camden,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000001,City of London,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000012,Hackney,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000013,Hammersmith and Fulham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000014,Haringey,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000019,Islington,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E09000020,Kensington and Chelsea,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000022,Lambeth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000023,Lewisham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000025,Newham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000028,Southwark,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000030,Tower Hamlets,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000032,Wandsworth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000033,Westminster,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000002,Barking and Dagenham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,10
E09000003,Barnet,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000004,Bexley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000005,Brent,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000006,Bromley,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000008,Croydon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E09000009,Ealing,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000010,Enfield,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E09000011,Greenwich,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000015,Harrow,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000016,Havering,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E09000017,Hillingdon,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000018,Hounslow,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000021,Kingston upon Thames,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000024,Merton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000026,Redbridge,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E09000027,Richmond upon Thames,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,0
E09000029,Sutton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E09000031,Waltham Forest,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000036,Bracknell Forest,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
E06000043,Brighton and Hove,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,7
E06000046,Isle of Wight,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,29
E06000035,Medway,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,8
E06000042,Milton Keynes,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,18
E06000044,Portsmouth,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E06000038,Reading,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000039,Slough,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E06000045,Southampton,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,6
E06000037,West Berkshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,74
E06000040,Windsor and Maidenhead,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,19
E06000041,Wokingham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,11
E07000004,Aylesbury Vale,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,50
E07000005,Chiltern,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,24
E07000006,South Bucks,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,13
E07000007,Wycombe,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,25
E07000061,Eastbourne,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000062,Hastings,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
E07000063,Lewes,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,17
E07000064,Rother,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,23
E07000065,Wealden,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,56
E07000084,Basingstoke and Deane,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,41
E07000085,East Hampshire,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,29
E07000086,Eastleigh,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,9
E07000087,Fareham,Non-domestic Renewable Heat Incentive sheme,2011-11 to 2019-09,Count,Accredited applications,"NA"
