area_code,area_name,name,operator,type,turbines,capacity,address,county,lon,lat
N09000009,Mid Ulster,Magherafelt,Tobermore Concrete Products,Wind Onshore,1,1.00,"2 Lisnamuck Road, Tobermore, Magherafelt, Co Londonderry. BT45 5QF",Co. Derry / Londonderry,-6.647715770336105,54.76904536046754
N09000008,Mid and East Antrim,The Michelin Tyre Factory - Ballymena,Ecotricity,Wind Onshore,2,2.30,"Raceview Road, Broughshane, Woodside Road, Ballymena, Co Antrim. BT42 4J",Co. Antrim,-6.1986197197425845,54.87280576588982
S12000034,Aberdeenshire,West Knock Wind Cluster,West Knock Farm,Wind Onshore,3,0.80,"Mintlaw, Stuartfield, Peterhead, Grampian. AB42 5DJ",Grampian,-2.0267773032351,57.493779021107
E07000131,Harborough,Low Spinney Wind Farm,"Infinis, previously Broadview Energy Developments",Wind Onshore,4,2.00,"Gilmorton Lane, Ashby Magnor, Lutterworth, Leicestershire. LE17 5NB",Leicestershire,-1.1791643190564454,52.50239701267982
S12000047,Fife,Westfield,Ventient (formerly Infinis),Wind Onshore,5,2.50,"Near Kingassie, Lochgelly, Fife. KY5 0J",Fife,-3.2949303665527774,56.145285366872834
E07000131,Harborough,Swinford Wind Farm,Nuon UK,Wind Onshore,11,0.40,"Lutterworth Road, Swinford, Lutterworth, Leicestershire. LE17 6BA",Leicestershire,-1.1663198826844399,52.411883446338415
E07000010,Fenland,Burnt House Farm,Fivestone Ltd,Wind Onshore,3,2.00,"Burnt House Road, Whittlesey, Burnthouse Sidings, Peterborough, Cambs",Cambridgeshire,-0.033726940987916836,52.53725337577132
S12000029,South Lanarkshire,Calder Water Community Wind Farm,Community Windpower (Community Wind Power),Wind Onshore,14,2.00,"Harshaw Hill, Drumclog, Strathaven, Strathclyde. ML10 6QN",Strathclyde,-4.2118631281503065,55.63743559788723
S12000021,North Ayrshire,Millour Hill Community Windfarm (Re-submission),Community Windpower,Wind Onshore,6,3.00,"Baidland Hill, North Ayrshire",Strathclyde,-4.775047387221053,55.73072189208632
S12000020,Moray,Netherton of Windyhills,Strathdee Energy,Wind Onshore,2,2.30,"Grange Crossroads, Keith, Grampian",Grampian,-2.8558970268108754,57.60274966230875
S12000023,Orkney Islands,Gallowhill,Private Developer,Wind Onshore,2,0.90,"West Manse, Westray, KW17 2DR",Orkney Islands,-2.982183149160796,59.27656219429481
E06000050,Cheshire West and Chester,Frodsham Marsh,Foresight/Belltown,Wind Onshore,19,2.65,Land between Manchester Ship Canal and M56,Cheshire,-2.7688585873748033,53.300617706706575
W06000010,Carmarthenshire,Brechfa Forest West,RWE Npower Renewables,Wind Onshore,28,2.05,"centred around the Afon Pib Valley, east of Alltwalis and the second area around Banc Llywelau, south of Rhydcymerau.",Dyfed,-4.12337322706323,51.96064219840455
S12000034,Aberdeenshire,Greenhill Croft,Green Cat Renewables,Wind Onshore,2,2.30,"Bonnykelly, New Pitsligo, Fraserburgh, Grampian",Grampian,-2.2010649323441203,57.59461112811065
E07000130,Charnwood,Severn Trent STW,Severn Trent Water,Wind Onshore,1,2.50,"Fillingate, Wanlip, Leicester",Leicestershire,-1.1178774584093296,52.698047177238905
E06000011,East Riding of Yorkshire,Spaldington Airfield,Falck Renewables,Wind Onshore,5,2.50,"Holme Road, Spaldington, East Riding, Yorkshire. DN14 7NB",Humberside,-0.7997747358226143,53.79521797379279
S12000034,Aberdeenshire,"Hillhead of Auquhirie, Resubmission",Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),Wind Onshore,3,2.30,"Hillhead of Auquhirie, Stonehaven",Grampian,-3.1772077764152025,56.95519548257833
S12000011,East Renfrewshire,Middleton Wind Farm,Scottish Power Renewables,Wind Onshore,6,2.00,"East Refrewshire, G77 6",Strathclyde,-4.342616461845485,55.77513705775987
E07000128,Wyre,Orchard End (Resubmission),Renewable Energy Generation,Wind Onshore,2,2.00,"land at Orchard End, near Pilling, Eagland Hill, Preston",Lancashire,-2.865678880955351,53.90013804658343
W06000016,Rhondda Cynon Taf,Mynydd Bwllfa Wind Farm - Resubmission,Pennant Walters,Wind Onshore,9,2.50,South of Hirwaun,Mid Glamorgan,-3.5098473242264534,51.71471157652924
W06000023,Powys,Tirgwynt,Foresight,Wind Onshore,12,2.05,"Mynydd yr Hendre & Mynydd Pistyll Du Near Carno, Powys",Powys,-3.4791018005597403,52.61050773344403
W06000023,Powys,Garreg Lwyd,Renewables Infrastructure Group (TRIG),Wind Onshore,23,2.00,"Garreg Lwyd Hill Between Felindre & Llanbadarn Fynydd, Llandrindod Wells, Powys",Powys,-3.2840677830410527,52.413068399643244
N09000009,Mid Ulster,Crockbrack,Gaelectric Developments/ CGN Europe Energy,Wind Onshore,1,2.00,"(north of Loughmarve Road and west of Gortscraheen Road, with access via Loughmallon Road), Limehill, Pomeroy, County Tyrone.",Co. Tyrone,-6.955172481911062,54.61449255314861
N09000001,Antrim and Newtownabbey,Connaught Road,Lowlands Health & Energy Ltd ,Wind Onshore,2,0.85,"Approx 130m NW of 44 Connaught Road, Randalstown",Co. Antrim,-6.307106327759439,54.7660528446549
N09000006,Fermanagh and Omagh,Crockagarron Ext,Northern Wind Power ,Wind Onshore,1,2.50,"Lands to the East of Whitebridge Road and South of Gleneeny Road, on lands at Crockagarron in the Townland of Gleneeny, Co Tyrone.",Co. Tyrone,-7.009023535281974,54.55156991552987
S12000034,Aberdeenshire,Castle of Auchry Farm,Green Cat Renewables,Wind Onshore,3,0.80,"Cuminestown, Turriff, Aberdeenshire",Grampian,-2.4476852147595545,57.28276284605496
S12000034,Aberdeenshire,Little Byth,Lovie Ltd,Wind Onshore,3,1.50,"New Byth, Turriff. AB53 5XR",Grampian,-2.290093669849199,57.60698637932055
S12000034,Aberdeenshire,Yonderton Farm,Green Cat Renewables,Wind Onshore,2,0.50,"Hatton, Peterhead, Aberdeenshire",Grampian,-1.9418958169398655,57.430836858870194
W06000018,Caerphilly,Oakdale Business Park,Resonance,Wind Onshore,2,2.00,"Blackwood, Gwent",Gwent,-3.171393923162134,51.68691489780822
E07000155,South Northamptonshire,Boddington Reservoir,NA,Wind Onshore,1,1.50,"Upper Boddington, Northamptonshire. NN1",Northamptonshire,-1.2793181448286084,52.174164010242855
E07000113,Swale,HMP Standford Hill,Resonance,Wind Onshore,2,2.30,"Standford Hill, Church Road, Eastchurch, Sheerness",Kent,0.8508755274958002,51.39495774064775
E07000082,Stroud,Sharpness Docks,Partnerships for Renewables/AGR,Wind Onshore,1,2.00,"Dock Lane, Sharpness, Berkley, Gloucestershire",Gloucestershire,-2.4828680290714122,51.72372807510567
E06000011,East Riding of Yorkshire,Sancton Hill - Resubmission,REG Windpower (previously Cornwall Light and Power),Wind Onshore,5,2.00,"nr Market Weighton, Sancton, York, North Yorkshire YO43 4RH",Humberside,-0.6099286850831169,53.84512266083592
E07000113,Swale,Port of Sheerness Wind Farm (was Lappel Bank),Peel Energy,Wind Onshore,4,2.05,"Sheerness Docks, Sheerness, Kent",Kent,0.7478733029150181,51.44304564573392
E07000175,Newark and Sherwood,Stonish Hill Re-submission (Bilsthorpe),REG Power Management (John Laing/Peel Energy),Wind Onshore,5,2.00,Former Bilsthorpe Colliery Eakring Road Bilsthorpe Nottinghamshire,Nottinghamshire,-1.0145679853329679,53.15105777474304
E07000010,Fenland,Stags Holt Extension,E.On,Wind Onshore,1,2.00,"Franks Farm, Stags Holt, Coldham Bank Road, March, Cambridgeshire, PE15 0BS",Cambridgeshire,0.12329141758002381,52.569768879195024
S12000027,Shetland Islands,North Yell Wind Farm (Garth Community Wind Farm),Garth Wind (North Yell Development Council),Wind Onshore,5,0.90,"Garth, near Gurcher, Yell, Shetland Islands. ZE2 9DF",Shetland Islands,-1.0051646237845173,60.666107688989605
S12000017,Highland,Glenurquhart and Strathglass Wind Farm project,Corrimony Energy Ltd & Soirbheas,Wind Onshore,5,2.00,"Hill Ground At Corrimony Farm, Glenurquhart, Inverness",Highland,-4.751101721116858,57.2790827170053
S12000050,North Lanarkshire,Damhead Farm,Private Developer,Wind Onshore,1,2.50,"Land At Damhead Farm Bowhouse Road Airdrie North Lanarkshire, ML6 8PW",Strathclyde,-3.9334942912005264,55.853907853239015
E07000120,Hyndburn,Hyndburn Wind Farm,Energiekontor UK,Wind Onshore,12,2.00,Hyndburn Wind Farm on Oswaldtwistle Moor,Lancashire,-2.3889967624365247,53.71431305201548
E06000011,East Riding of Yorkshire,Tedder Hill Wind cluster,Ventient (formerly Infinis),Wind Onshore,3,2.50,"near Roos, East Riding of Yorkshire",Humberside,-0.02652278178322889,53.75228094870175
E06000057,Northumberland,Lynemouth Windfarm (Resubmission),Scottish Power Renewables,Wind Onshore,13,2.00,"Land adjacent to Rio Tinto Alcan Smelter, Lynemouth (2km north of Ashington)",Northumberland,-1.5396342529491593,55.20158191631395
E06000057,Northumberland,Wingates Wind Farm,Ventient (formerly Infinis),Wind Onshore,6,2.50,"Wingates, Longhorsley, Morpeth, Northampronshire. NE65 8",Northumberland,-1.79638790191805,55.27525392839
S12000017,Highland,Wathegar wind farm,Private Developer,Wind Onshore,5,2.00,"Land At Wathegar Bilbster, Wick, Caithness",Highland,-3.2256847804967124,58.43928630663002
S12000035,Argyll and Bute,Allt Dearg Wind Farmers LLP,Ormsary and Stronachullin Estates (Allt Dearg Wind Farmers LLP),Wind Onshore,12,0.90,"Cruach a'Phubuill, 9km south of Ardishaig, South Knapdale, Argyll",Strathclyde,-5.477371165176971,55.93343465004624
E07000117,Burnley,Hameldon Hill extension,RWE NPower Renewables,Wind Onshore,3,2.50,"Hameldon Hill, Accrington Road, Burnley, Lancashire",Lancashire,-2.3062260253801443,53.77099848017425
E07000133,Melton,Dalby,Ecotricity,Wind Onshore,9,0.80,"Paddys Lane, Old Dalby, Melton Mowbray, Leicestershire",Leicestershire,-1.034257209935711,52.806496890180384
E07000010,Fenland,Glass moor Extension,EDF/China General Nuclear Power Corporation,Wind Onshore,6,2.00,"S/E Of Yewtree Farm, Glassmoor Bank, Whittlesey, Cambridge, Cambridgeshire",Cambridgeshire,-0.1088027913438744,52.51856144540121
S12000035,Argyll and Bute,Cour Wind Farm,Octopus Investments/Blue Energy,Wind Onshore,10,2.10,"Carradale
Argyll And Bute",Strathclyde,-5.484928577892068,55.680679078044705
S12000034,Aberdeenshire,Upper Wheedlemont Farm,J & A Wilson Ltd,Wind Onshore,2,0.85,"Rhynie
Huntly
",Grampian,-2.875245041225631,57.32332678455487
S12000034,Aberdeenshire,Shielburn Farm,Green Cat Renewables,Wind Onshore,3,2.30,"Newton Of Fortrie, Fortrie
Turriff
AB53 4HL",Grampian,-2.5419604272272536,57.499776065799914
S12000017,Highland,Beinneun,Octopus Investments/Blue Energy,Wind Onshore,25,3.40,8km west of Invergarry,Highland,-4.965481047312137,57.09560580962121
E06000004,Stockton-on-Tees,Seamer Wind Farm - Hambleton,"Infinis, previously Broadview Energy",Wind Onshore,2,2.00,"Land Adjacent Hilton Road, Seamer, Middlesbrough",Cleveland,-1.2623963838414278,54.49586706075685
E07000121,Lancaster,Fanny House Farm/Heysham Moss,Blue Energy,Wind Onshore,1,1.50,"Oxcliffe Road, Heaton With Oxcliffe, Morecambe, Lancashire",Lancashire,-2.871899436058205,54.03792426417039
